FirstName,LastName,Position,Team,Abbreviation,Division,Conference,Username,Department,Company
Matthew,Bergeron,G,Atlanta Falcons,ATL,NFC South,NFC,mbergeron_g,Atlanta Falcons,NFL
Chris,Blair,WR,Atlanta Falcons,ATL,NFC South,NFC,cblair_wr,Atlanta Falcons,NFL
Nathan,Carter,RB,Atlanta Falcons,ATL,NFC South,NFC,ncarter_rb,Atlanta Falcons,NFL
Jahan,Dotson,WR,Atlanta Falcons,ATL,NFC South,NFC,jdotson_wr,Atlanta Falcons,NFL
Dylan,Drummond,WR,Atlanta Falcons,ATL,NFC South,NFC,ddrummond_wr,Atlanta Falcons,NFL
Tyler,Goodson,RB,Atlanta Falcons,ATL,NFC South,NFC,tgoodson_rb,Atlanta Falcons,NFL
Kyle,Hinton,G,Atlanta Falcons,ATL,NFC South,NFC,khinton_g,Atlanta Falcons,NFL
Austin,Hooper,TE,Atlanta Falcons,ATL,NFC South,NFC,ahooper_te,Atlanta Falcons,NFL
Michael,Jerrell,OT,Atlanta Falcons,ATL,NFC South,NFC,mjerrell_ot,Atlanta Falcons,NFL
Corey,Levin,G,Atlanta Falcons,ATL,NFC South,NFC,clevin_g,Atlanta Falcons,NFL
Chris,Lindstrom,G,Atlanta Falcons,ATL,NFC South,NFC,clindstrom_g,Atlanta Falcons,NFL
Drake,London,WR,Atlanta Falcons,ATL,NFC South,NFC,dlondon_wr,Atlanta Falcons,NFL
Jake,Matthews,OT,Atlanta Falcons,ATL,NFC South,NFC,jmatthews_ot,Atlanta Falcons,NFL
Kaleb,McGary,OT,Atlanta Falcons,ATL,NFC South,NFC,kmcgary_ot,Atlanta Falcons,NFL
Jack,Nelson,OT,Atlanta Falcons,ATL,NFC South,NFC,jnelson_ot,Atlanta Falcons,NFL
Ryan,Neuzil,C,Atlanta Falcons,ATL,NFC South,NFC,rneuzil_c,Atlanta Falcons,NFL
Storm,Norton,OT,Atlanta Falcons,ATL,NFC South,NFC,snorton_ot,Atlanta Falcons,NFL
Michael,Penix Jr.,QB,Atlanta Falcons,ATL,NFC South,NFC,mpenixjr_qb,Atlanta Falcons,NFL
Kyle,Pitts Sr.,TE,Atlanta Falcons,ATL,NFC South,NFC,kpittssr._te,Atlanta Falcons,NFL
Bijan,Robinson,RB,Atlanta Falcons,ATL,NFC South,NFC,brobinson_rb,Atlanta Falcons,NFL
Brian,Robinson Jr.,RB,Atlanta Falcons,ATL,NFC South,NFC,brobinsonjr_rb,Atlanta Falcons,NFL
Trevor,Siemian,QB,Atlanta Falcons,ATL,NFC South,NFC,tsiemian_qb,Atlanta Falcons,NFL
Joshua,Simon,TE,Atlanta Falcons,ATL,NFC South,NFC,jsimon_te,Atlanta Falcons,NFL
Andrew,Stueber,G,Atlanta Falcons,ATL,NFC South,NFC,astueber_g,Atlanta Falcons,NFL
Tua,Tagovailoa,QB,Atlanta Falcons,ATL,NFC South,NFC,ttagovailoa_qb,Atlanta Falcons,NFL
Deven,Thompkins,WR,Atlanta Falcons,ATL,NFC South,NFC,dthompkins_wr,Atlanta Falcons,NFL
Casey,Washington,WR,Atlanta Falcons,ATL,NFC South,NFC,cwashington_wr,Atlanta Falcons,NFL
Carlos,Washington Jr.,RB,Atlanta Falcons,ATL,NFC South,NFC,cwashingtonjr_rb,Atlanta Falcons,NFL
Charlie,Woerner,TE,Atlanta Falcons,ATL,NFC South,NFC,cwoerner_te,Atlanta Falcons,NFL
Olamide,Zaccheaus,WR,Atlanta Falcons,ATL,NFC South,NFC,ozaccheaus_wr,Atlanta Falcons,NFL
Troy,Andersen,LB,Atlanta Falcons,ATL,NFC South,NFC,tandersen_lb,Atlanta Falcons,NFL
Jessie,Bates III,S,Atlanta Falcons,ATL,NFC South,NFC,jbatesiii_s,Atlanta Falcons,NFL
JD,Bertrand,LB,Atlanta Falcons,ATL,NFC South,NFC,jbertrand_lb,Atlanta Falcons,NFL
Billy,Bowman Jr.,S,Atlanta Falcons,ATL,NFC South,NFC,bbowmanjr_s,Atlanta Falcons,NFL
Natrone,Brooks,CB,Atlanta Falcons,ATL,NFC South,NFC,nbrooks_cb,Atlanta Falcons,NFL
Sydney,Brown,S,Atlanta Falcons,ATL,NFC South,NFC,sbrown_s,Atlanta Falcons,NFL
Cobee,Bryant,CB,Atlanta Falcons,ATL,NFC South,NFC,cbryant_cb,Atlanta Falcons,NFL
Divine,Deablo,LB,Atlanta Falcons,ATL,NFC South,NFC,ddeablo_lb,Atlanta Falcons,NFL
Brandon,Dorlus,DT,Atlanta Falcons,ATL,NFC South,NFC,bdorlus_dt,Atlanta Falcons,NFL
Samson,Ebukam,DE,Atlanta Falcons,ATL,NFC South,NFC,sebukam_de,Atlanta Falcons,NFL
Mike,Ford Jr.,CB,Atlanta Falcons,ATL,NFC South,NFC,mfordjr_cb,Atlanta Falcons,NFL
Elijah,Garcia,DT,Atlanta Falcons,ATL,NFC South,NFC,egarcia_dt,Atlanta Falcons,NFL
Da'Shawn,Hand,DT,Atlanta Falcons,ATL,NFC South,NFC,dhand_dt,Atlanta Falcons,NFL
Christian,Harris,LB,Atlanta Falcons,ATL,NFC South,NFC,charris_lb,Atlanta Falcons,NFL
Zach,Harrison,DE,Atlanta Falcons,ATL,NFC South,NFC,zharrison_de,Atlanta Falcons,NFL
DeMarcco,Hellams,S,Atlanta Falcons,ATL,NFC South,NFC,dhellams_s,Atlanta Falcons,NFL
C.J.,Henderson,CB,Atlanta Falcons,ATL,NFC South,NFC,chenderson_cb,Atlanta Falcons,NFL
Darnay,Holmes,CB,Atlanta Falcons,ATL,NFC South,NFC,dholmes_cb,Atlanta Falcons,NFL
Mike,Hughes,CB,Atlanta Falcons,ATL,NFC South,NFC,mhughes_cb,Atlanta Falcons,NFL
Tysheem,Johnson,S,Atlanta Falcons,ATL,NFC South,NFC,tjohnson_s,Atlanta Falcons,NFL
LaCale,London,DE,Atlanta Falcons,ATL,NFC South,NFC,llondon_de,Atlanta Falcons,NFL
DeAngelo,Malone,LB,Atlanta Falcons,ATL,NFC South,NFC,dmalone_lb,Atlanta Falcons,NFL
Azeez,Ojulari,LB,Atlanta Falcons,ATL,NFC South,NFC,aojulari_lb,Atlanta Falcons,NFL
Ruke,Orhorhoro,DT,Atlanta Falcons,ATL,NFC South,NFC,rorhorhoro_dt,Atlanta Falcons,NFL
James,Pearce Jr.,LB,Atlanta Falcons,ATL,NFC South,NFC,jpearcejr_lb,Atlanta Falcons,NFL
Clark,Phillips III,CB,Atlanta Falcons,ATL,NFC South,NFC,cphillipsiii_cb,Atlanta Falcons,NFL
Jammie,Robinson,S,Atlanta Falcons,ATL,NFC South,NFC,jrobinson_s,Atlanta Falcons,NFL
Ben,Stille,DT,Atlanta Falcons,ATL,NFC South,NFC,bstille_dt,Atlanta Falcons,NFL
A.J.,Terrell Jr.,CB,Atlanta Falcons,ATL,NFC South,NFC,aterrelljr_cb,Atlanta Falcons,NFL
Cameron,Thomas,DE,Atlanta Falcons,ATL,NFC South,NFC,cthomas_de,Atlanta Falcons,NFL
Channing,Tindall,LB,Atlanta Falcons,ATL,NFC South,NFC,ctindall_lb,Atlanta Falcons,NFL
Bralen,Trice,LB,Atlanta Falcons,ATL,NFC South,NFC,btrice_lb,Atlanta Falcons,NFL
Malik,Verdon,S,Atlanta Falcons,ATL,NFC South,NFC,mverdon_s,Atlanta Falcons,NFL
Jalon,Walker,LB,Atlanta Falcons,ATL,NFC South,NFC,jwalker_lb,Atlanta Falcons,NFL
Xavier,Watts,S,Atlanta Falcons,ATL,NFC South,NFC,xwatts_s,Atlanta Falcons,NFL
Chris,Williams,DT,Atlanta Falcons,ATL,NFC South,NFC,cwilliams_dt,Atlanta Falcons,NFL
A.J.,Woods,CB,Atlanta Falcons,ATL,NFC South,NFC,awoods_cb,Atlanta Falcons,NFL
Jake,Bailey,P,Atlanta Falcons,ATL,NFC South,NFC,jbailey_p,Atlanta Falcons,NFL
Nick,Folk,PK,Atlanta Falcons,ATL,NFC South,NFC,nfolk_pk,Atlanta Falcons,NFL
Trenton,Gill,P,Atlanta Falcons,ATL,NFC South,NFC,tgill_p,Atlanta Falcons,NFL
Liam,McCullough,LS,Atlanta Falcons,ATL,NFC South,NFC,lmccullough_ls,Atlanta Falcons,NFL
Josh,Allen,QB,Buffalo Bills,BUF,AFC East,AFC,jallen_qb,Buffalo Bills,NFL
Kyle,Allen,QB,Buffalo Bills,BUF,AFC East,AFC,kallen_qb,Buffalo Bills,NFL
Alec,Anderson,OT,Buffalo Bills,BUF,AFC East,AFC,aanderson_ot,Buffalo Bills,NFL
Nick,Broeker,G,Buffalo Bills,BUF,AFC East,AFC,nbroeker_g,Buffalo Bills,NFL
Spencer,Brown,OT,Buffalo Bills,BUF,AFC East,AFC,sbrown_ot,Buffalo Bills,NFL
Shane,Buechele,QB,Buffalo Bills,BUF,AFC East,AFC,sbuechele_qb,Buffalo Bills,NFL
Travis,Clayton,OT,Buffalo Bills,BUF,AFC East,AFC,tclayton_ot,Buffalo Bills,NFL
Keon,Coleman,WR,Buffalo Bills,BUF,AFC East,AFC,kcoleman_wr,Buffalo Bills,NFL
James,Cook III,RB,Buffalo Bills,BUF,AFC East,AFC,jcookiii_rb,Buffalo Bills,NFL
Austin,Corbett,C,Buffalo Bills,BUF,AFC East,AFC,acorbett_c,Buffalo Bills,NFL
Lloyd,Cushenberry III,C,Buffalo Bills,BUF,AFC East,AFC,lcushenberryiii_c,Buffalo Bills,NFL
Ray,Davis,RB,Buffalo Bills,BUF,AFC East,AFC,rdavis_rb,Buffalo Bills,NFL
Dion,Dawkins,OT,Buffalo Bills,BUF,AFC East,AFC,ddawkins_ot,Buffalo Bills,NFL
Frank,Gore Jr.,RB,Buffalo Bills,BUF,AFC East,AFC,fgorejr_rb,Buffalo Bills,NFL
Stephen,Gosnell,WR,Buffalo Bills,BUF,AFC East,AFC,sgosnell_wr,Buffalo Bills,NFL
Tylan,Grable,OT,Buffalo Bills,BUF,AFC East,AFC,tgrable_ot,Buffalo Bills,NFL
Mecole,Hardman Jr.,WR,Buffalo Bills,BUF,AFC East,AFC,mhardmanjr_wr,Buffalo Bills,NFL
Jackson,Hawes,TE,Buffalo Bills,BUF,AFC East,AFC,jhawes_te,Buffalo Bills,NFL
Ty,Johnson,RB,Buffalo Bills,BUF,AFC East,AFC,tjohnson_rb,Buffalo Bills,NFL
Dalton,Kincaid,TE,Buffalo Bills,BUF,AFC East,AFC,dkincaid_te,Buffalo Bills,NFL
Dawson,Knox,TE,Buffalo Bills,BUF,AFC East,AFC,dknox_te,Buffalo Bills,NFL
Keleki,Latu,TE,Buffalo Bills,BUF,AFC East,AFC,klatu_te,Buffalo Bills,NFL
Chase,Lundt,OT,Buffalo Bills,BUF,AFC East,AFC,clundt_ot,Buffalo Bills,NFL
Connor,McGovern,C,Buffalo Bills,BUF,AFC East,AFC,cmcgovern_c,Buffalo Bills,NFL
DJ,Moore,WR,Buffalo Bills,BUF,AFC East,AFC,dmoore_wr,Buffalo Bills,NFL
Joshua,Palmer,WR,Buffalo Bills,BUF,AFC East,AFC,jpalmer_wr,Buffalo Bills,NFL
Khalil,Shakir,WR,Buffalo Bills,BUF,AFC East,AFC,kshakir_wr,Buffalo Bills,NFL
Tyrell,Shavers,WR,Buffalo Bills,BUF,AFC East,AFC,tshavers_wr,Buffalo Bills,NFL
Trent,Sherfield Sr.,WR,Buffalo Bills,BUF,AFC East,AFC,tsherfieldsr._wr,Buffalo Bills,NFL
O'Cyrus,Torrence,G,Buffalo Bills,BUF,AFC East,AFC,otorrence_g,Buffalo Bills,NFL
Sedrick,Van Pran-Granger,C,Buffalo Bills,BUF,AFC East,AFC,svanprangranger_c,Buffalo Bills,NFL
Jalen,Virgil,WR,Buffalo Bills,BUF,AFC East,AFC,jvirgil_wr,Buffalo Bills,NFL
Tommy,Akingbesote,DT,Buffalo Bills,BUF,AFC East,AFC,takingbesote_dt,Buffalo Bills,NFL
Dee,Alford,CB,Buffalo Bills,BUF,AFC East,AFC,dalford_cb,Buffalo Bills,NFL
Joe,Andreessen,LB,Buffalo Bills,BUF,AFC East,AFC,jandreessen_lb,Buffalo Bills,NFL
Christian,Benford,CB,Buffalo Bills,BUF,AFC East,AFC,cbenford_cb,Buffalo Bills,NFL
Terrel,Bernard,LB,Buffalo Bills,BUF,AFC East,AFC,tbernard_lb,Buffalo Bills,NFL
Cole,Bishop,S,Buffalo Bills,BUF,AFC East,AFC,cbishop_s,Buffalo Bills,NFL
DeWayne,Carter,DT,Buffalo Bills,BUF,AFC East,AFC,dcarter_dt,Buffalo Bills,NFL
Bradley,Chubb,LB,Buffalo Bills,BUF,AFC East,AFC,bchubb_lb,Buffalo Bills,NFL
Jimmy,Ciarlo,LB,Buffalo Bills,BUF,AFC East,AFC,jciarlo_lb,Buffalo Bills,NFL
Te'Cory,Couch,CB,Buffalo Bills,BUF,AFC East,AFC,tcouch_cb,Buffalo Bills,NFL
MJ,Devonshire Jr.,CB,Buffalo Bills,BUF,AFC East,AFC,mdevonshirejr_cb,Buffalo Bills,NFL
Sam,Franklin Jr.,S,Buffalo Bills,BUF,AFC East,AFC,sfranklinjr_s,Buffalo Bills,NFL
C.J.,Gardner-Johnson,S,Buffalo Bills,BUF,AFC East,AFC,cgardnerjohnson_s,Buffalo Bills,NFL
Maxwell,Hairston,CB,Buffalo Bills,BUF,AFC East,AFC,mhairston_cb,Buffalo Bills,NFL
Damar,Hamlin,S,Buffalo Bills,BUF,AFC East,AFC,dhamlin_s,Buffalo Bills,NFL
Jordan,Hancock,CB,Buffalo Bills,BUF,AFC East,AFC,jhancock_cb,Buffalo Bills,NFL
Michael,Hoecht,DE,Buffalo Bills,BUF,AFC East,AFC,mhoecht_de,Buffalo Bills,NFL
Landon,Jackson,DE,Buffalo Bills,BUF,AFC East,AFC,ljackson_de,Buffalo Bills,NFL
Keonta,Jenkins,LB,Buffalo Bills,BUF,AFC East,AFC,kjenkins_lb,Buffalo Bills,NFL
Andre,Jones Jr.,DE,Buffalo Bills,BUF,AFC East,AFC,ajonesjr_de,Buffalo Bills,NFL
Zion,Logue,DT,Buffalo Bills,BUF,AFC East,AFC,zlogue_dt,Buffalo Bills,NFL
Phidarian,Mathis,DT,Buffalo Bills,BUF,AFC East,AFC,pmathis_dt,Buffalo Bills,NFL
Ed,Oliver,DT,Buffalo Bills,BUF,AFC East,AFC,eoliver_dt,Buffalo Bills,NFL
Wande,Owens,S,Buffalo Bills,BUF,AFC East,AFC,wowens_s,Buffalo Bills,NFL
Daryl,Porter Jr.,CB,Buffalo Bills,BUF,AFC East,AFC,dporterjr_cb,Buffalo Bills,NFL
Greg,Rousseau,DE,Buffalo Bills,BUF,AFC East,AFC,grousseau_de,Buffalo Bills,NFL
T.J.,Sanders,DT,Buffalo Bills,BUF,AFC East,AFC,tsanders_dt,Buffalo Bills,NFL
Javon,Solomon,DE,Buffalo Bills,BUF,AFC East,AFC,jsolomon_de,Buffalo Bills,NFL
Geno,Stone,S,Buffalo Bills,BUF,AFC East,AFC,gstone_s,Buffalo Bills,NFL
Dorian,Strong,CB,Buffalo Bills,BUF,AFC East,AFC,dstrong_cb,Buffalo Bills,NFL
Deone,Walker,DT,Buffalo Bills,BUF,AFC East,AFC,dwalker_dt,Buffalo Bills,NFL
Dorian,Williams,LB,Buffalo Bills,BUF,AFC East,AFC,dwilliams_lb,Buffalo Bills,NFL
Tyler,Bass,PK,Buffalo Bills,BUF,AFC East,AFC,tbass_pk,Buffalo Bills,NFL
Reid,Ferguson,LS,Buffalo Bills,BUF,AFC East,AFC,rferguson_ls,Buffalo Bills,NFL
Maddux,Trujillo,PK,Buffalo Bills,BUF,AFC East,AFC,mtrujillo_pk,Buffalo Bills,NFL
Mitch,Wishnowsky,P,Buffalo Bills,BUF,AFC East,AFC,mwishnowsky_p,Buffalo Bills,NFL
Maurice,Alexander,WR,Chicago Bears,CHI,NFC North,NFC,malexander_wr,Chicago Bears,NFL
Kiran,Amegadjie,OT,Chicago Bears,CHI,NFC North,NFC,kamegadjie_ot,Chicago Bears,NFL
Tyson,Bagent,QB,Chicago Bears,CHI,NFC North,NFC,tbagent_qb,Chicago Bears,NFL
Theo,Benedet,OT,Chicago Bears,CHI,NFC North,NFC,tbenedet_ot,Chicago Bears,NFL
Garrett,Bradbury,C,Chicago Bears,CHI,NFC North,NFC,gbradbury_c,Chicago Bears,NFL
Brittain,Brown,RB,Chicago Bears,CHI,NFC North,NFC,bbrown_rb,Chicago Bears,NFL
Luther,Burden III,WR,Chicago Bears,CHI,NFC North,NFC,lburdeniii_wr,Chicago Bears,NFL
Stephen,Carlson,TE,Chicago Bears,CHI,NFC North,NFC,scarlson_te,Chicago Bears,NFL
Deion,Hankins,RB,Chicago Bears,CHI,NFC North,NFC,dhankins_rb,Chicago Bears,NFL
Kyle,Hergel,G,Chicago Bears,CHI,NFC North,NFC,khergel_g,Chicago Bears,NFL
Qadir,Ismail,TE,Chicago Bears,CHI,NFC North,NFC,qismail_te,Chicago Bears,NFL
Jonah,Jackson,G,Chicago Bears,CHI,NFC North,NFC,jjackson_g,Chicago Bears,NFL
Roschon,Johnson,RB,Chicago Bears,CHI,NFC North,NFC,rjohnson_rb,Chicago Bears,NFL
Braxton,Jones,OT,Chicago Bears,CHI,NFC North,NFC,bjones_ot,Chicago Bears,NFL
Nikola,Kalinic,TE,Chicago Bears,CHI,NFC North,NFC,nkalinic_te,Chicago Bears,NFL
Case,Keenum,QB,Chicago Bears,CHI,NFC North,NFC,ckeenum_qb,Chicago Bears,NFL
Cole,Kmet,TE,Chicago Bears,CHI,NFC North,NFC,ckmet_te,Chicago Bears,NFL
Colston,Loveland,TE,Chicago Bears,CHI,NFC North,NFC,cloveland_te,Chicago Bears,NFL
Jordan,McFadden,G,Chicago Bears,CHI,NFC North,NFC,jmcfadden_g,Chicago Bears,NFL
Kyle,Monangai,RB,Chicago Bears,CHI,NFC North,NFC,kmonangai_rb,Chicago Bears,NFL
Luke,Newman,OT,Chicago Bears,CHI,NFC North,NFC,lnewman_ot,Chicago Bears,NFL
Rome,Odunze,WR,Chicago Bears,CHI,NFC North,NFC,rodunze_wr,Chicago Bears,NFL
Kalif,Raymond,WR,Chicago Bears,CHI,NFC North,NFC,kraymond_wr,Chicago Bears,NFL
JP,Richardson,WR,Chicago Bears,CHI,NFC North,NFC,jrichardson_wr,Chicago Bears,NFL
D'Andre,Swift,RB,Chicago Bears,CHI,NFC North,NFC,dswift_rb,Chicago Bears,NFL
Joe,Thuney,G,Chicago Bears,CHI,NFC North,NFC,jthuney_g,Chicago Bears,NFL
Ozzy,Trapilo,OT,Chicago Bears,CHI,NFC North,NFC,otrapilo_ot,Chicago Bears,NFL
Jahdae,Walker,WR,Chicago Bears,CHI,NFC North,NFC,jwalker_wr,Chicago Bears,NFL
Caleb,Williams,QB,Chicago Bears,CHI,NFC North,NFC,cwilliams_qb,Chicago Bears,NFL
Jedrick,Wills Jr.,OT,Chicago Bears,CHI,NFC North,NFC,jwillsjr_ot,Chicago Bears,NFL
Darnell,Wright,OT,Chicago Bears,CHI,NFC North,NFC,dwright_ot,Chicago Bears,NFL
Josh,Blackwell,CB,Chicago Bears,CHI,NFC North,NFC,jblackwell_cb,Chicago Bears,NFL
Austin,Booker,DE,Chicago Bears,CHI,NFC North,NFC,abooker_de,Chicago Bears,NFL
Coby,Bryant,S,Chicago Bears,CHI,NFC North,NFC,cbryant_s,Chicago Bears,NFL
Devin,Bush,LB,Chicago Bears,CHI,NFC North,NFC,dbush_lb,Chicago Bears,NFL
Gervon,Dexter Sr.,DT,Chicago Bears,CHI,NFC North,NFC,gdextersr._dt,Chicago Bears,NFL
T.J.,Edwards,LB,Chicago Bears,CHI,NFC North,NFC,tedwards_lb,Chicago Bears,NFL
Dallis,Flowers,CB,Chicago Bears,CHI,NFC North,NFC,dflowers_cb,Chicago Bears,NFL
Zah,Frazier,CB,Chicago Bears,CHI,NFC North,NFC,zfrazier_cb,Chicago Bears,NFL
Neville,Gallimore,DT,Chicago Bears,CHI,NFC North,NFC,ngallimore_dt,Chicago Bears,NFL
Jonathan,Garvin,DE,Chicago Bears,CHI,NFC North,NFC,jgarvin_de,Chicago Bears,NFL
Kyler,Gordon,CB,Chicago Bears,CHI,NFC North,NFC,kgordon_cb,Chicago Bears,NFL
Dominique,Hampton,S,Chicago Bears,CHI,NFC North,NFC,dhampton_s,Chicago Bears,NFL
Daniel,Hardy,DE,Chicago Bears,CHI,NFC North,NFC,dhardy_de,Chicago Bears,NFL
Elijah,Hicks,S,Chicago Bears,CHI,NFC North,NFC,ehicks_s,Chicago Bears,NFL
Ruben,Hyppolite II,LB,Chicago Bears,CHI,NFC North,NFC,rhyppoliteii_lb,Chicago Bears,NFL
D'Marco,Jackson,LB,Chicago Bears,CHI,NFC North,NFC,djackson_lb,Chicago Bears,NFL
Grady,Jarrett,DE,Chicago Bears,CHI,NFC North,NFC,gjarrett_de,Chicago Bears,NFL
Jaylon,Johnson,CB,Chicago Bears,CHI,NFC North,NFC,jjohnson_cb,Chicago Bears,NFL
Jaylon,Jones,CB,Chicago Bears,CHI,NFC North,NFC,jjones_cb,Chicago Bears,NFL
Jamree,Kromah,DE,Chicago Bears,CHI,NFC North,NFC,jkromah_de,Chicago Bears,NFL
Cam,Lewis,CB,Chicago Bears,CHI,NFC North,NFC,clewis_cb,Chicago Bears,NFL
James,Lynch,DT,Chicago Bears,CHI,NFC North,NFC,jlynch_dt,Chicago Bears,NFL
Dontae,Manning,CB,Chicago Bears,CHI,NFC North,NFC,dmanning_cb,Chicago Bears,NFL
Jeremiah,Martin,DE,Chicago Bears,CHI,NFC North,NFC,jmartin_de,Chicago Bears,NFL
Dayo,Odeyingbo,DE,Chicago Bears,CHI,NFC North,NFC,dodeyingbo_de,Chicago Bears,NFL
Gervarrius,Owens,S,Chicago Bears,CHI,NFC North,NFC,gowens_s,Chicago Bears,NFL
Jack,Sanborn,LB,Chicago Bears,CHI,NFC North,NFC,jsanborn_lb,Chicago Bears,NFL
Nephi,Sewell,LB,Chicago Bears,CHI,NFC North,NFC,nsewell_lb,Chicago Bears,NFL
Noah,Sewell,LB,Chicago Bears,CHI,NFC North,NFC,nsewell_lb,Chicago Bears,NFL
Terell,Smith,CB,Chicago Bears,CHI,NFC North,NFC,tsmith_cb,Chicago Bears,NFL
Tyrique,Stevenson,CB,Chicago Bears,CHI,NFC North,NFC,tstevenson_cb,Chicago Bears,NFL
Kentavius,Street,DT,Chicago Bears,CHI,NFC North,NFC,kstreet_dt,Chicago Bears,NFL
Montez,Sweat,DE,Chicago Bears,CHI,NFC North,NFC,msweat_de,Chicago Bears,NFL
Shemar,Turner,DT,Chicago Bears,CHI,NFC North,NFC,sturner_dt,Chicago Bears,NFL
Luke,Elkin,LS,Chicago Bears,CHI,NFC North,NFC,lelkin_ls,Chicago Bears,NFL
Cairo,Santos,PK,Chicago Bears,CHI,NFC North,NFC,csantos_pk,Chicago Bears,NFL
Tory,Taylor,P,Chicago Bears,CHI,NFC North,NFC,ttaylor_p,Chicago Bears,NFL
Erick,All Jr.,TE,Cincinnati Bengals,CIN,AFC North,AFC,ealljr_te,Cincinnati Bengals,NFL
Jacob,Bayer,C,Cincinnati Bengals,CIN,AFC North,AFC,jbayer_c,Cincinnati Bengals,NFL
Gary,Brightwell,RB,Cincinnati Bengals,CIN,AFC North,AFC,gbrightwell_rb,Cincinnati Bengals,NFL
Tahj,Brooks,RB,Cincinnati Bengals,CIN,AFC North,AFC,tbrooks_rb,Cincinnati Bengals,NFL
Chase,Brown,RB,Cincinnati Bengals,CIN,AFC North,AFC,cbrown_rb,Cincinnati Bengals,NFL
Orlando,Brown Jr.,OT,Cincinnati Bengals,CIN,AFC North,AFC,obrownjr_ot,Cincinnati Bengals,NFL
Joe,Burrow,QB,Cincinnati Bengals,CIN,AFC North,AFC,jburrow_qb,Cincinnati Bengals,NFL
Ja'Marr,Chase,WR,Cincinnati Bengals,CIN,AFC North,AFC,jchase_wr,Cincinnati Bengals,NFL
Sean,Clifford,QB,Cincinnati Bengals,CIN,AFC North,AFC,sclifford_qb,Cincinnati Bengals,NFL
Andrew,Coker,OT,Cincinnati Bengals,CIN,AFC North,AFC,acoker_ot,Cincinnati Bengals,NFL
Dylan,Fairchild,G,Cincinnati Bengals,CIN,AFC North,AFC,dfairchild_g,Cincinnati Bengals,NFL
Joe,Flacco,QB,Cincinnati Bengals,CIN,AFC North,AFC,jflacco_qb,Cincinnati Bengals,NFL
Cody,Ford,G,Cincinnati Bengals,CIN,AFC North,AFC,cford_g,Cincinnati Bengals,NFL
Javon,Foster,OT,Cincinnati Bengals,CIN,AFC North,AFC,jfoster_ot,Cincinnati Bengals,NFL
Mike,Gesicki,TE,Cincinnati Bengals,CIN,AFC North,AFC,mgesicki_te,Cincinnati Bengals,NFL
Cam,Grandy,TE,Cincinnati Bengals,CIN,AFC North,AFC,cgrandy_te,Cincinnati Bengals,NFL
Tee,Higgins,WR,Cincinnati Bengals,CIN,AFC North,AFC,thiggins_wr,Cincinnati Bengals,NFL
Tanner,Hudson,TE,Cincinnati Bengals,CIN,AFC North,AFC,thudson_te,Cincinnati Bengals,NFL
Andrei,Iosivas,WR,Cincinnati Bengals,CIN,AFC North,AFC,aiosivas_wr,Cincinnati Bengals,NFL
Josh,Johnson,QB,Cincinnati Bengals,CIN,AFC North,AFC,jjohnson_qb,Cincinnati Bengals,NFL
Xavier,Johnson,WR,Cincinnati Bengals,CIN,AFC North,AFC,xjohnson_wr,Cincinnati Bengals,NFL
Charlie,Jones,WR,Cincinnati Bengals,CIN,AFC North,AFC,cjones_wr,Cincinnati Bengals,NFL
Ted,Karras,C,Cincinnati Bengals,CIN,AFC North,AFC,tkarras_c,Cincinnati Bengals,NFL
Matt,Lee,C,Cincinnati Bengals,CIN,AFC North,AFC,mlee_c,Cincinnati Bengals,NFL
Dohnte,Meyers,WR,Cincinnati Bengals,CIN,AFC North,AFC,dmeyers_wr,Cincinnati Bengals,NFL
Kendall,Milton,RB,Cincinnati Bengals,CIN,AFC North,AFC,kmilton_rb,Cincinnati Bengals,NFL
Amarius,Mims,OT,Cincinnati Bengals,CIN,AFC North,AFC,amims_ot,Cincinnati Bengals,NFL
Jordan,Moore,WR,Cincinnati Bengals,CIN,AFC North,AFC,jmoore_wr,Cincinnati Bengals,NFL
Samaje,Perine,RB,Cincinnati Bengals,CIN,AFC North,AFC,sperine_rb,Cincinnati Bengals,NFL
Kendric,Pryor,WR,Cincinnati Bengals,CIN,AFC North,AFC,kpryor_wr,Cincinnati Bengals,NFL
Dalton,Risner,G,Cincinnati Bengals,CIN,AFC North,AFC,drisner_g,Cincinnati Bengals,NFL
Jalen,Rivers,G,Cincinnati Bengals,CIN,AFC North,AFC,jrivers_g,Cincinnati Bengals,NFL
Drew,Sample,TE,Cincinnati Bengals,CIN,AFC North,AFC,dsample_te,Cincinnati Bengals,NFL
Mitchell,Tinsley,WR,Cincinnati Bengals,CIN,AFC North,AFC,mtinsley_wr,Cincinnati Bengals,NFL
Ke'Shawn,Williams,WR,Cincinnati Bengals,CIN,AFC North,AFC,kwilliams_wr,Cincinnati Bengals,NFL
Jonathan,Allen,DT,Cincinnati Bengals,CIN,AFC North,AFC,jallen_dt,Cincinnati Bengals,NFL
Liam,Anderson,LB,Cincinnati Bengals,CIN,AFC North,AFC,landerson_lb,Cincinnati Bengals,NFL
Daijahn,Anthony,S,Cincinnati Bengals,CIN,AFC North,AFC,danthony_s,Cincinnati Bengals,NFL
Jordan,Battle,S,Cincinnati Bengals,CIN,AFC North,AFC,jbattle_s,Cincinnati Bengals,NFL
Oren,Burks,LB,Cincinnati Bengals,CIN,AFC North,AFC,oburks_lb,Cincinnati Bengals,NFL
